company,department,title,name,theme,article_title,publish_date,article_url,keyword
ＤＥＮＡ株式会社,,,増田 真也,メディアブリーフィング登壇,Figma、日本のデザイナーおよび開発者コミュニティへの支援を拡大,2026-02-27,https://prtimes.jp/main/html/rd/p/000000025.000097201.html,マネージャー
株式会社ＤＧ　Ｄａｉｗａ　Ｖｅｎｔｕｒｅｓ,,シニアディレクター,眞田,引受先からのコメント・国内投資統括,医療データ利活用インフラのYuimedi、総額4億円の資金調達を実施,2026-02-18,https://prtimes.jp/main/html/rd/p/000000029.000081576.html,部長
株式会社ＤＧ　Ｄａｉｗａ　Ｖｅｎｔｕｒｅｓ,,国内投資統括 シニアディレクター,眞田 雄太,投資家コメント提供,「各社専用のAIを育て、AIが採用を進める」新しい採用プロセスを作る株式会社CAPER、シードラウンドで累計1億円超を調達,2026-01-23,https://prtimes.jp/main/html/rd/p/000000003.000165302.html,部長
株式会社ＤＧ　Ｄａｉｗａ　Ｖｅｎｔｕｒｅｓ,,プリンシパル,安藤 鉄平,投資家コメント提供,「各社専用のAIを育て、AIが採用を進める」新しい採用プロセスを作る株式会社CAPER、シードラウンドで累計1億円超を調達,2026-01-23,https://prtimes.jp/main/html/rd/p/000000003.000165302.html,部長
株式会社ＤＧ　Ｄａｉｗａ　Ｖｅｎｔｕｒｅｓ,,シニアアソシエイト,金在淳,投資家コメント提供,「各社専用のAIを育て、AIが採用を進める」新しい採用プロセスを作る株式会社CAPER、シードラウンドで累計1億円超を調達,2026-01-23,https://prtimes.jp/main/html/rd/p/000000003.000165302.html,部長
株式会社ＤＧインキュベーション,,シニアプリンシパル,堤世良,投資家コメント,社員の活躍を、管理職だけに背負わせない。人的資本経営の“属人化”を解消するBoost Health、1.5億円を調達,2026-03-26,https://prtimes.jp/main/html/rd/p/000000024.000140263.html,マネージャー
Ｄｏ　ｉｔ　Ｔｈｅａｔｅｒ株式会社,,クリエティブディレクター,阪 実莉,コンセプトビジュアル・ムービーのクリエティブディレクター,"“EVERY MOMENT, A SCENE.” シネマ特化型ホテル『SABLIER by R HOTEL』、映画俳優を起用したコンセプトビジュアル＆コンセプトムービーを公開",2026-07-10,https://prtimes.jp/main/html/rd/p/000000019.000146503.html,マネージャー
Ｄｏ　ｉｔ　Ｔｈｅａｔｅｒ株式会社,,プロダクションマネージャー,辻 琴音,プロダクションマネージャーとして携わる,"“EVERY MOMENT, A SCENE.” シネマ特化型ホテル『SABLIER by R HOTEL』、映画俳優を起用したコンセプトビジュアル＆コンセプトムービーを公開",2026-07-10,https://prtimes.jp/main/html/rd/p/000000019.000146503.html,マネージャー
株式会社Ｄ．ＳＰＡＣＥ,,プロダクトマネージャ,Sören Grannemann,コード生成担当プロダクトマネージャとして新製品Neural Net Coderについて説明,AIモデルを量産コードへ：Neural Net Coderが、組込みプロジェクトの負荷とリスクを軽減,2026-07-10,https://prtimes.jp/main/html/rd/p/000000070.000096375.html,マネージャー
株式会社Ｄ．ＳＰＡＣＥ,,プロダクトマネージャ,Thorsten Püschl,ASM OpenXとRoadRunnerの連携に関する説明,dSPACEとMathWorks社がパートナーシップを拡大し、RoadRunnerとASM OpenXを連携,2026-01-29,https://prtimes.jp/main/html/rd/p/000000058.000096375.html,マネージャー
株式会社Ｄ．ＳＰＡＣＥ,センサシミュレーション部門,プロダクトマネージャ,Caius Seiger,AURELIONセンサシミュレーションソリューションの責任者,ADアプリケーションの開発を加速：OMNIVISIONカメラモデルをAURELIONセンサシミュレーションに統合,2025-11-12,https://prtimes.jp/main/html/rd/p/000000055.000096375.html,マネージャー
有限会社ＥＡＳＡ,,,オスワルド・ロペス・ブラス,パネリストとして登壇,国内外から次世代エアモビリティ（AAM）業界を牽引する官民の関係者が、愛知スカイExpoに集う！ 「AAM アジア 2025」が9月16日に開幕,2025-09-09,https://prtimes.jp/main/html/rd/p/000000019.000028727.html,課長
ｅＢａｙ　Ｊａｐａｎ合同会社,戦略マーケティング室 アライアンスマーケティングチーム,チーム長,権田進之介,ペイディ導入事例の講演登壇,【本日スタート】オンラインセミナーイベント「Commerce NEXT」1日目はワールド、LINEヤフー、TikTok Shopなど9講座＜無料＞,2026-06-24,https://prtimes.jp/main/html/rd/p/000000060.000043885.html,部長
株式会社ＥｄＦｕｓｉｏｎ,起業部,部長,古川瑞樹,AIネイティブ世代サミット登壇,「教育AIサミット実例大全」 最終タイムスケジュール・追加登壇者・協力団体を発表,2025-03-17,https://prtimes.jp/main/html/rd/p/000000127.000079497.html,課長
ＥＮＥＯＳ株式会社,EV事業推進部,部長,名和克洋,EV・電動化技術の講演登壇者,経済産業省、日産自動車、ZFジャパン、ENEOS、エンビジョンAESC他から講演多数 『ReVision電気自動車（EV）サミット』 5月18日開催,2023-05-10,https://prtimes.jp/main/html/rd/p/000000047.000028236.html,課長
Ｅｐｉｃ　Ｇａｍｅｓ　Ｊａｐａｎ合同会社,,Customer Success Director,篠山範明,ゲームのグラフィクス描画に関する講演の登壇者,ゲームづくりが楽しく学べる無料イベント「ゲームメーカーズ スクランブル2025」、参加登録がスタート！講演情報も一部公開【8月30日(土）開催】,2025-06-30,https://prtimes.jp/main/html/rd/p/000000086.000023321.html,マネジャー
Eviden株式会社,,Director of IAM Cybersecurity Products & General Manager of Evidian,David Leporini,Evidian Orbion取扱いに関する契約締結,ID管理・アクセス管理に必要な機能を提供するサービス「Evidian Orbion」を提供開始,2025-04-18,https://prtimes.jp/main/html/rd/p/000000120.000084379.html,マネジャー
Ｅｘｔｒｅｍｅ　Ｎｅｔｗｏｒｋｓ株式会社,,CTO兼AIプラットフォーム担当プレジデント,Nabil Bukhari,Extreme Platform ONE の新機能発表に関するコメント,Extreme Networks、Extreme Platform ONE の大幅な機能拡張を発表,2026-05-11,https://prtimes.jp/main/html/rd/p/000000026.000065985.html,マネージャー
EY Japan株式会社,EY新日本有限責任監査法人 第2事業部,パートナー,多田 雅之,スポーツ版PRIDE指標に関するセッション発表者,全国のDEIを推進する企業920社超が認定。LGBTQ+の職場環境の取組指標「PRIDE指標2025」を発表。「work with Pride 2025 カンファレンス」開催,2025-11-14,https://prtimes.jp/main/html/rd/p/000000012.000120117.html,部長
EY Japan株式会社,,Manager,宮津藍里,トークセッション登壇者,【企業37社が出展】国内最大級のダイバーシティに関するキャリアフォーラム『DIVERSITY CAREER FORUM 2023』大好評につき、イベント動画を無料公開。,2023-10-24,https://prtimes.jp/main/html/rd/p/000000051.000047512.html,課長
EY Japan株式会社,,Climate Change and Sustainability Services Leader,牛島 慶一,ESGサミット2023のスピーカー登壇,アスエネ、日本最大級のESGカンファレンス「アスエネESGサミット 2023」を開催。ESG・脱炭素経営のグローバルトレンドと日本企業の成長戦略を考える1日に,2023-09-13,https://prtimes.jp/main/html/rd/p/000000259.000058538.html,課長
EY Japan株式会社,アシュアランス,プリンシパル / DE&I推進担当,川﨑武史,自分らしく働く職場を創るダイバーシティ推進に関するトークセッション登壇者,【過去最大、37社が出展】国内最大級のダイバーシティに関するキャリアフォーラム『DIVERSITY CAREER FORUM 2022』大好評につき、イベント動画を無料公開。,2022-11-10,https://prtimes.jp/main/html/rd/p/000000032.000047512.html,マネジャー
EY Japan株式会社,,D&I Director,梅田 恵,work with Pride 2021実行委員会「行動・組織チーム」パネリスト,LGBTQと職場を考えるカンファレンス「work with Pride」の10周年特別企画「これまでの10年、これからの10年」、8月26日（木）19時からオンライン開催！,2021-08-23,https://prtimes.jp/main/html/rd/p/000000070.000019571.html,マネジャー
EYストラテジー・アンド・コンサルティング株式会社,カスタマーエクスペリエンス・トランスフォーメーション,パートナー,千葉 友範,CRO組織と顧客接点改革に関するインタビュー記事で紹介,amptalk、セールスイネーブルメント専門メディア 「Next Enablers Online」を公開,2025-12-17,https://prtimes.jp/main/html/rd/p/000000059.000084890.html,部長
EYストラテジー・アンド・コンサルティング株式会社,インフラストラクチャー・アドバイザリー,シニアマネージャー,関隆宏,パネルディスカッション登壇者,前年度より規模を拡大した“持続可能な企業活動を支える水ビジネスの展示会”「InterAqua2024 第15回水ソリューション総合展」,2024-01-23,https://prtimes.jp/main/html/rd/p/000000006.000093564.html,課長
EY新日本有限責任監査法人,,プリンシパル,杉山一郎,審査員,日本セキュリティ大賞2026、応募受付を開始,2026-07-08,https://prtimes.jp/main/html/rd/p/000000163.000115435.html,部長
EY新日本有限責任監査法人,クライアントサービス本部デジタル戦略部,部長,加藤 信彦,セミナー講師として登壇、宇宙戦略基金・衛星データ活用に関する講演,「宇宙戦略基金・衛星データ活用の“次の一手”」と題して、EY新日本有限責任監査法人 加藤 信彦氏/伏見 達氏によるセミナーを2026年6月12日(金)に開催!!,2026-04-22,https://prtimes.jp/main/html/rd/p/000004420.000032407.html,部長
EY新日本有限責任監査法人,宇宙ビジネス支援オフィス,シニアマネージャー,伏見 達,セミナー講師として登壇、宇宙戦略基金・衛星データ活用に関する講演,「宇宙戦略基金・衛星データ活用の“次の一手”」と題して、EY新日本有限責任監査法人 加藤 信彦氏/伏見 達氏によるセミナーを2026年6月12日(金)に開催!!,2026-04-22,https://prtimes.jp/main/html/rd/p/000004420.000032407.html,部長
EY新日本有限責任監査法人,,相談役,片倉正美,IVS2026 LAUNCHPAD審査員,次世代起業家の登竜門「IVS2026 LAUNCHPAD」の審査員が続々と決定。応募締切は4/21(火)まで。　#IVS2026,2026-04-17,https://prtimes.jp/main/html/rd/p/000000213.000059319.html,部長
EY新日本有限責任監査法人,,理事長,松村洋季,プログラム実施企業の幹部,女性起業家の欧州展開支援プログラム「Women on the Rise」、国内15名・欧州中心12名の計27名メンター陣が決定（応募締切：3月29日）,2026-03-05,https://prtimes.jp/main/html/rd/p/000000020.000086299.html,部長
EY新日本有限責任監査法人,,パートナー,成田礼子,特集対象として紹介,EY新日本有限責任監査法人でパートナーを務める成田礼子氏を特集　アカウンタンツマガジン80号発刊,2026-01-06,https://prtimes.jp/main/html/rd/p/000004583.000003670.html,部長
